,id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,fraud_count,chip_ratio,online_ratio,swipe_ratio,most_prefer,least_prefer,W_avg_min_amount,W_avg_max_amount,W_avg_mean_amount,W_avg_median_amount,W_avg_count_transaction,M_avg_min_amount,M_avg_max_amount,M_avg_mean_amount,M_avg_median_amount,M_avg_count_transaction,M_evg_unique_merchants,M_median_gap_sec,fraud_risk
699,1166,44,66,1975,5,Female,8659 El Camino Street,39.39,-84.56,19569,39898,43630,682,3,4.0,0.4104218362282878,0.12514474772539289,0.46443341604631927,Swipe,Online,10.590758754863813,151.98791828793773,22.470070581568645,21.53951361867704,23.52140077821012,7.284067796610169,266.71923728813556,22.37798944172503,21.023983050847455,102.45762711864407,22.271186440677965,2940.0,0
700,1533,39,70,1980,12,Female,470 11th Lane,39.77,-86.14,24233,49412,42378,830,3,6.0,0.37764606265876377,0.13463166807790009,0.4877222692633362,Swipe,Online,14.521420233463035,238.24622568093386,66.66502670608942,56.18739299610895,11.488326848249027,4.999067796610169,450.9904237288136,67.00384592903617,58.148093220338986,50.04237288135593,28.60169491525424,13650.0,0
701,1451,58,57,1961,4,Female,9384 Lake Street,42.41,-70.99,20979,17078,25245,719,4,10.0,0.43696234663658157,0.06282611761387674,0.5002115357495417,Swipe,Online,2.7615564202334633,176.51622568093384,47.909306085234576,45.437188715953305,27.591439688715955,1.486271186440678,340.4442372881356,47.771591137928645,44.58864406779661,120.1864406779661,36.29661016949152,10440.0,0
702,57,28,66,1992,2,Female,9706 Mountain View Street,32.33,-111.05,21494,43826,84935,823,1,0.0,0.4935119296776894,0.04743965396958281,0.4590484163527278,Chip,Online,2.389141630901287,161.39010729613733,41.31275307794846,33.71533261802575,15.379828326180258,1.5527102803738317,298.9726168224299,41.375265092001655,33.3903738317757,66.98130841121495,27.850467289719628,17250.0,0
703,1335,51,66,1968,10,Female,29693 Bayview Drive,33.56,-117.63,47991,97845,255288,836,4,2.0,0.5215901302261823,0.09835503769705277,0.3800548320767649,Chip,Online,6.8649030470914125,320.1083656509695,62.902751279366896,37.66626038781163,16.166204986149584,3.3433734939759034,620.3359036144578,63.23852233460643,33.47259036144578,70.3132530120482,29.626506024096386,10860.0,0
704,816,56,65,1964,2,Male,8943 11th Drive,36.56,-82.19,17795,36285,67244,759,5,4.0,0.4241044923807639,0.06392242232337225,0.5119730852958638,Swipe,Online,9.225389105058367,173.38550583657587,41.12882281796895,29.20956225680934,9.830739299610896,3.7862711864406777,354.1468644067797,40.774932827159844,25.56177966101695,42.82203389830509,19.915254237288135,24480.0,0
705,1081,31,60,1988,9,Female,9633 Mill Lane,39.69,-104.81,24849,50666,102318,617,3,15.0,0.4656826568265683,0.023124231242312422,0.5111931119311193,Swipe,Online,11.252762645914396,252.69752918287938,44.02774909096744,52.10083657587549,23.72568093385214,2.3323728813559326,469.7778813559322,43.69254851251092,51.26173728813559,103.34745762711864,23.703389830508474,2520.0,1
706,1385,51,68,1968,7,Female,5537 Eighth Street,44.96,-93.26,40364,82298,182301,789,6,3.0,0.4339243894279023,0.036132485781197723,0.5299431247909,Swipe,Online,5.1915369649805445,325.9910311284047,74.06736613048923,43.844406614785996,17.445525291828794,3.6313559322033897,573.1489830508475,73.93050263087238,39.7028813559322,75.99152542372882,25.940677966101696,12240.0,0
707,1125,25,71,1994,8,Male,99791 12th Boulevard,30.51,-97.67,31839,64917,102747,689,4,6.0,0.8504587155963302,0.07247706422018349,0.07706422018348624,Chip,Online,15.792456896551723,208.78150862068964,59.44499505563188,47.67810344827586,9.39655172413793,7.13574074074074,371.9751851851852,61.19082133524436,48.24148148148148,40.370370370370374,23.814814814814813,28410.0,0
708,1345,83,66,1936,9,Female,7978 Main Lane,30.21,-90.92,24703,16620,1140,804,8,27.0,0.3164861612515042,0.056825778847439494,0.6266880599010562,Swipe,Online,6.028696498054475,214.3146887159533,45.347716910632876,23.023453307392998,14.550583657587548,4.2687288135593215,377.14440677966104,45.15581660406689,19.964788135593224,63.38135593220339,29.35593220338983,11640.0,1
709,1695,45,66,1974,12,Female,238 Ocean View Lane,33.94,-117.99,27973,57027,21798,709,4,10.0,0.37032323746500384,0.08220921354034105,0.5474675489946551,Swipe,Online,21.3720233463035,223.0001167315175,70.41026872218806,63.78183852140077,7.643968871595331,7.215932203389831,399.1586440677966,69.7856244081945,60.437330508474574,33.29661016949152,18.584745762711865,24840.0,0
710,1985,50,69,1969,3,Female,9061 Grant Avenue,34.06,-84.27,0,1426,3154,680,3,17.0,0.40807985538002045,0.031281930362335925,0.5606382142576436,Swipe,Online,1.4290856031128403,60.80729571984436,12.007405836894813,11.293054474708171,24.752918287937742,1.0092372881355933,92.43491525423728,12.015340667171717,11.274618644067797,107.82203389830508,24.97457627118644,11040.0,1
711,1604,55,72,1964,11,Male,7680 Fourth Street,34.31,-89.93,15354,31308,59817,742,7,14.0,0.4723633659685215,0.026707150824141778,0.5009294832073368,Swipe,Online,0.9790077821011672,156.80093385214008,17.263601986012013,11.192801556420234,31.396887159533073,0.7214406779661017,308.10788135593225,17.11977903724585,8.928898305084745,136.76271186440678,29.610169491525422,6240.0,1
712,649,48,65,1971,9,Male,9 Fourth Drive,41.5,-74.02,22762,46408,0,847,7,5.0,0.42304421768707484,0.040674603174603176,0.536281179138322,Swipe,Online,1.3671206225680934,141.0045719844358,22.89746273346442,8.453044747081712,13.727626459143968,0.9678813559322034,264.7114406779661,23.28755549240364,4.831440677966102,59.79661016949152,22.516949152542374,18960.0,0
713,1486,39,63,1980,4,Female,396 Park Street,36.48,-81.05,11431,23307,31064,789,1,8.0,0.42133726647000985,0.07202556538839724,0.5066371681415929,Swipe,Online,2.7287577639751555,92.40964803312629,22.786925116447037,13.463447204968945,8.422360248447205,1.728828828828829,173.29783783783785,23.13912026537701,11.072612612612613,36.648648648648646,18.405405405405407,28920.0,0
714,1744,31,69,1988,3,Female,4238 Birch Lane,35.78,-88.36,14435,29433,61260,693,3,6.0,0.3485769107771027,0.0937000319795331,0.5577230572433642,Swipe,Online,16.73595703125,97.4237109375,33.09154889777106,31.99921875,6.107421875,8.209406779661018,183.38669491525425,31.02215379917253,26.98063559322034,26.5,15.73728813559322,38340.0,0
715,400,46,68,1973,5,Female,539 Pine Boulevard,30.17,-85.67,19508,39770,72827,711,4,1.0,0.2563886548722269,0.09688289806234204,0.6467284470654311,Swipe,Online,11.159227166276347,87.88941451990632,29.110215457490952,30.09208430913349,8.339578454332553,3.131122448979592,139.80204081632652,29.064647725446978,30.65469387755102,36.33673469387755,21.0,30360.0,0
716,1994,48,66,1971,9,Female,9716 Third Lane,39.38,-119.87,38345,78180,102759,740,3,24.0,0.4717012175057585,0.036689700559394536,0.491609081934847,Swipe,Online,7.519484978540772,229.98390557939913,48.966948593920996,38.70847639484979,13.042918454935622,2.4006542056074767,504.24990654205607,48.58172111062456,39.590280373831774,56.80373831775701,27.822429906542055,10200.0,1
717,1442,41,58,1979,1,Male,1036 Spruce Street,43.01,-114.7,14925,30432,101847,624,1,6.0,0.3825072886297376,0.0567930029154519,0.5606997084548105,Swipe,Online,2.627045908183633,182.39423153692613,48.295593573595454,42.12810379241517,17.115768463073852,1.4415652173913043,340.9665217391304,47.73473930312516,40.87395652173913,74.56521739130434,28.791304347826088,9900.0,0
718,1853,39,70,1980,5,Male,546 First Avenue,40.34,-94.87,18226,37165,0,771,3,3.0,0.31277533039647576,0.041371384792185405,0.6458532848113389,Swipe,Online,1.4712256809338522,142.45770428015564,27.758170374541017,13.456157587548638,10.157587548638132,0.9374576271186441,322.0913559322034,28.039328556953386,12.187245762711864,44.24576271186441,19.76271186440678,26520.0,0
719,556,46,66,1973,12,Male,5659 Park Avenue,41.01,-81.6,17856,36405,31815,715,2,17.0,0.3420794774088187,0.03287969515514426,0.6250408274360371,Swipe,Online,0.9567120622568094,162.43400778210116,27.781947318855043,16.11351167315175,17.86964980544747,0.6309322033898306,330.15508474576274,27.459918133458853,14.841440677966101,77.83898305084746,27.61864406779661,7920.0,1
720,321,52,67,1967,5,Male,262 First Lane,45.18,-89.7,19705,40177,47012,698,4,18.0,0.4224459358687547,0.03150633855331842,0.5460477255779269,Swipe,Online,2.908385214007782,165.39305447470818,32.660566140411674,12.049863813229573,10.43579766536965,1.855593220338983,303.4253389830509,32.9473446347706,6.174661016949153,45.45762711864407,20.093220338983052,22020.0,1
721,483,49,68,1971,2,Female,253 West Drive,48.53,-122.31,19604,39969,68456,713,3,5.0,0.38592420726991494,0.09383861820056716,0.5202371745295179,Swipe,Online,10.482768031189083,127.84980506822612,43.52214156901145,38.29732943469785,7.56140350877193,3.621864406779661,228.18322033898303,42.91131461187519,37.610593220338984,32.8728813559322,21.11864406779661,32880.0,0
722,1510,32,59,1988,1,Male,835 Main Avenue,33.9,-118.0,24845,50658,72806,764,2,8.0,0.0,0.12183156173344235,0.8781684382665577,Swipe,Chip,28.625797872340424,266.40452127659574,87.20495805435698,63.77803191489362,6.50531914893617,32.09704545454545,570.5147727272728,102.92260273512574,69.97090909090909,27.795454545454547,17.136363636363637,43440.0,0
723,1635,54,58,1965,3,Male,90 Sussex Drive,40.68,-73.78,20760,42332,75213,616,6,22.0,0.4625123083415389,0.036151357434238286,0.5013363342242229,Swipe,Online,4.094766536964981,151.87976653696498,25.669351688476034,11.537597276264592,13.830739299610896,2.949915254237288,290.5612711864407,25.476333863278487,8.607669491525424,60.24576271186441,23.152542372881356,11520.0,1
724,1384,74,67,1946,1,Female,528 Lake Drive,38.53,-90.0,22545,23011,30510,721,3,2.0,0.4568122555410691,0.025749674054758802,0.5174380704041721,Swipe,Online,14.023093385214008,165.7951167315175,50.58730608445952,48.7681906614786,11.937743190661479,6.511610169491526,299.985593220339,49.8135297493626,49.03067796610169,52.0,21.008474576271187,28980.0,0
725,1236,72,65,1947,9,Female,521 Main Lane,38.86,-104.76,14645,25243,18006,730,6,5.0,0.3301176159640544,0.024051803885291396,0.6458305801506542,Swipe,Online,2.6051556420233464,124.94758754863813,21.790748352150125,16.386245136186773,14.721789883268482,1.5183898305084744,218.20372881355934,21.535954804684653,17.211398305084746,64.12711864406779,21.440677966101696,19680.0,0
726,496,47,63,1972,8,Male,16893 Fifth Avenue,32.76,-96.59,17810,36319,44737,730,4,28.0,0.46030494216614093,0.042849631966351207,0.4968454258675079,Swipe,Online,14.62259765625,144.90107421875,43.53314394582553,32.030068359375,7.4296875,7.401186440677966,262.55177966101695,42.89940344641491,27.072076271186443,32.23728813559322,15.415254237288135,36060.0,1
727,450,39,66,1980,9,Male,253 Lexington Avenue,37.07,-76.51,21186,43192,33517,739,3,5.0,0.17324723247232474,0.058118081180811805,0.7686346863468635,Swipe,Online,7.365544747081712,154.89527237354085,52.62277274289576,58.01695525291829,10.544747081712062,2.2558474576271186,277.0750847457627,51.76781335762132,61.9764406779661,45.932203389830505,19.93220338983051,22680.0,0
728,1753,46,58,1974,2,Male,95612 South Street,32.28,-90.0,22304,45476,67636,506,1,6.0,0.42077361083840564,0.10308266247791086,0.4761437266836835,Swipe,Online,3.9907872340425534,181.4181489361702,50.305710219809775,45.4203829787234,10.836170212765957,2.478611111111111,342.3519444444445,50.01231975703192,47.99277777777778,47.157407407407405,23.203703703703702,25920.0,0
729,839,45,63,1975,1,Female,96493 Valley Stream Avenue,41.63,-73.21,26674,54384,69717,622,3,10.0,0.44272151898734174,0.08386075949367089,0.47341772151898737,Swipe,Online,16.34962818003914,219.1445009784736,74.89707418553844,60.98465753424657,6.183953033268102,2.42135593220339,398.1801694915254,74.85829487415026,57.230932203389834,26.779661016949152,17.75423728813559,43260.0,0
730,138,43,68,1977,2,Female,754 South Avenue,40.77,-79.04,16071,32770,103262,641,4,18.0,0.3990578734858681,0.06376177658142665,0.5371803499327052,Swipe,Online,3.3627237354085606,181.7266926070039,34.05322162808101,17.927461089494162,11.56420233463035,2.363728813559322,379.63754237288134,34.00817450927825,13.118601694915254,50.3728813559322,24.39830508474576,17100.0,1
731,1187,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,9.0,0.3610379842045882,0.14930424971793907,0.48965776607747274,Swipe,Online,13.259132149901381,127.04313609467457,51.06906684675176,45.815650887573966,5.2445759368836296,1.8685593220338983,225.35177966101693,51.25055400644894,44.331779661016945,22.533898305084747,16.533898305084747,52860.0,0
732,849,67,69,1952,7,Female,5456 Ninth Avenue,39.95,-75.16,21497,43828,60231,711,3,14.0,0.4126120358514725,0.058098591549295774,0.5292893725992317,Swipe,Online,2.1543968871595327,140.04922178988326,23.94597601913422,12.955437743190663,12.155642023346303,1.4323728813559322,284.54601694915254,23.386698186604715,11.756271186440678,52.94915254237288,20.838983050847457,16050.0,1
733,1898,44,72,1975,9,Male,5521 Spruce Avenue,32.35,-86.28,25009,50993,75783,675,5,12.0,0.11899482631189948,0.30364621828036464,0.5773589554077359,Swipe,Chip,9.856653696498054,196.1887354085603,44.20018143362098,34.226313229571986,15.793774319066149,6.692372881355933,352.55559322033895,43.9489158012038,34.927542372881355,68.79661016949153,24.152542372881356,14280.0,1
734,1971,48,66,1971,9,Male,829 Grant Boulevard,43.45,-76.5,20447,41690,69869,763,2,9.0,0.3720755848830234,0.041991601679664065,0.5859328134373125,Swipe,Online,5.770856031128404,150.93719844357977,33.80862366425632,21.51944552529183,12.972762645914397,3.3032203389830506,268.94847457627117,33.94095950386592,17.251737288135594,56.50847457627118,24.423728813559322,17160.0,0
735,1020,29,66,1991,1,Female,331 Essex Drive,42.03,-88.08,26545,54122,166903,796,4,7.0,0.4882999468179401,0.034834249246587484,0.47686580393547245,Chip,Online,1.25811394891945,235.5683497053045,46.66453373477994,27.634390962671908,22.165029469548134,0.7652991452991453,372.9108547008547,46.565097986912164,23.249743589743588,96.42735042735043,31.264957264957264,6780.0,0
736,22,56,66,1963,3,Male,5651 North Boulevard,38.99,-76.88,26467,53966,135478,747,1,12.0,0.5310136157337367,0.32778618255168934,0.14120020171457387,Chip,Swipe,3.0741463414634147,174.97772357723576,31.531170007424492,22.233252032520326,16.121951219512194,1.6264285714285713,338.9082142857143,31.648009632854773,21.827499999999997,70.82142857142857,23.535714285714285,13590.0,1
737,1823,67,70,1952,5,Male,172 Third Lane,33.27,-111.94,32056,65362,27745,743,6,17.0,0.3212224108658744,0.055178268251273345,0.6235993208828523,Swipe,Online,14.587023346303504,274.14056420233464,76.62850955679677,67.30839494163423,11.459143968871595,7.576864406779661,531.1974576271186,76.10764355310107,69.78347457627119,49.91525423728814,27.3135593220339,31440.0,1
738,589,58,72,1961,11,Male,250 Hillside Drive,40.55,-81.91,13259,27035,58050,595,2,4.0,0.3826487845766974,0.11777032690695725,0.49958088851634536,Swipe,Online,10.563536345776031,103.44235756385069,35.942221946302986,25.99055009823183,4.68762278978389,3.605169491525424,229.6800847457627,37.73261434878168,21.39864406779661,20.220338983050848,15.423728813559322,64350.0,0
739,1525,43,70,1976,9,Female,534 Sixth Boulevard,29.88,-90.06,19126,38994,0,728,4,9.0,0.33073394495412844,0.06299694189602446,0.6062691131498471,Swipe,Online,1.586906614785992,170.6093774319066,32.47266380562431,15.966157587548638,12.72373540856031,1.0689830508474576,346.77983050847456,32.65254211724779,15.684957627118644,55.42372881355932,24.43220338983051,27600.0,0
740,69,54,67,1965,10,Female,3067 First Street,40.52,-81.47,18794,38318,93284,748,6,32.0,0.4271742926999651,0.04366049598323437,0.5291652113168006,Swipe,Online,1.6418093385214008,134.69204280155643,30.481256242221587,18.413297665369647,11.140077821011673,1.072627118644068,263.2493220338983,30.68790355959277,13.7535593220339,48.52542372881356,22.059322033898304,20160.0,1
741,234,42,73,1977,11,Female,8027 Main Drive,32.76,-96.59,18452,37623,923,726,6,21.0,0.31590675351388414,0.0704490915323963,0.6136441549537196,Swipe,Online,12.782607003891052,158.73385214007783,52.290204568150905,49.52256809338521,11.350194552529183,5.28906779661017,302.63296610169493,51.96921335271803,49.05995762711864,49.440677966101696,19.652542372881356,27960.0,1
742,608,32,65,1987,10,Male,702 Grant Drive,37.78,-121.99,0,2365,0,769,3,6.0,0.5221526327998144,0.05010438413361169,0.4277429830665739,Chip,Online,6.270929203539823,76.90851769911505,17.45405383977052,14.583329646017699,9.537610619469026,3.9509615384615384,136.90057692307693,17.279586073978084,13.179615384615385,41.45192307692308,19.317307692307693,21660.0,0
743,374,58,66,1961,11,Male,50 Spruce Street,38.47,-121.44,15290,31177,18859,689,5,23.0,0.23721304873137333,0.4897301651228353,0.2730567861457914,Online,Chip,10.147777777777778,123.69023391812865,38.46864500957455,31.54624756335283,9.680311890838206,3.016949152542373,257.1802542372881,38.69855139656674,30.814533898305083,42.08474576271186,17.805084745762713,32760.0,1
744,286,38,69,1981,10,Male,4232 Grant Drive,31.15,-88.55,18746,38223,30756,725,4,2.0,0.5146288209606987,0.07729257641921397,0.4080786026200873,Chip,Online,3.3278333333333334,150.02427083333333,30.49493208806165,18.2563125,9.541666666666666,9.05882882882883,319.8767567567568,36.38089787455161,20.88608108108108,41.26126126126126,17.594594594594593,18390.0,0
745,1435,41,78,1978,10,Female,9872 Lexington Street,34.06,-84.27,45132,92017,157723,703,3,2.0,0.26002449979583503,0.42564311964066964,0.31433238056349533,Online,Chip,2.96204280155642,274.0042412451362,42.14244682626273,17.992568093385216,23.82295719844358,1.4844915254237288,479.8146610169491,42.12560553246419,15.05478813559322,103.77118644067797,30.050847457627118,11160.0,0
746,727,44,68,1975,5,Male,310 Bayview Boulevard,38.63,-90.24,19874,40522,81572,801,5,7.0,0.44496102830575684,0.045535348010392454,0.5095036236838507,Swipe,Online,3.3627237354085606,154.26601167315175,25.996375224933626,12.188249027237354,14.227626459143968,1.8005084745762712,298.2829661016949,26.047358183144052,11.258601694915255,61.97457627118644,23.54237288135593,21780.0,0
747,1150,46,67,1973,4,Male,5692 Jefferson Boulevard,32.83,-97.17,30913,63030,93406,791,5,2.0,0.37118660379174284,0.05543258589163699,0.5733808103166201,Swipe,Online,4.1097276264591445,193.6071984435798,42.14728316289904,30.54475680933852,20.215953307392997,2.9622881355932202,393.0195762711864,42.13754670921133,27.27851694915254,88.05932203389831,30.406779661016948,13380.0,0
748,332,61,65,1958,7,Male,8794 Catherine Lane,39.52,-85.77,18324,37362,21600,703,4,2.0,0.19437033084311633,0.3428495197438634,0.46278014941302026,Swipe,Chip,2.59284046692607,153.16747081712063,32.96388320154829,29.636624513618678,14.583657587548638,1.3233050847457628,319.4031355932203,33.063838066126685,30.764449152542372,63.52542372881356,22.805084745762713,12060.0,0
749,487,52,68,1967,7,Male,9028 Valley Stream Avenue,42.66,-73.79,27005,55059,162462,735,3,7.0,0.29819475556726843,0.3357491105547503,0.3660561338779813,Swipe,Chip,15.942762645914398,220.31017509727624,69.14211290952537,58.75607976653696,14.764591439688717,4.678898305084746,367.3186440677966,68.97362361045707,58.856610169491525,64.3135593220339,22.60169491525424,24780.0,0
750,137,33,65,1986,7,Female,3177 Oak Avenue,36.33,-82.36,20142,41069,64073,644,3,9.0,0.47522708505367467,0.055821635012386454,0.46895127993393887,Chip,Online,3.3263035019455254,169.19963035019455,52.33705562866298,52.52215953307393,23.560311284046694,1.2141525423728814,277.9666101694915,52.32459030039519,52.283644067796615,102.62711864406779,31.75423728813559,7380.0,0
751,570,34,65,1985,9,Male,6781 Ocean View Drive,34.29,-83.83,15814,32245,43097,625,1,12.0,0.4542806279333225,0.05486324648001295,0.4908561255866645,Swipe,Online,12.054571984435798,140.8955252918288,37.996983181342884,31.561838521400777,12.021400778210117,6.067457627118644,238.09254237288135,37.646220409060604,29.636016949152545,52.36440677966102,23.610169491525422,17580.0,1
752,1121,44,68,1975,6,Female,8476 Lincoln Street,32.78,-79.99,41380,84365,113529,796,5,7.0,0.4264878004861799,0.05861168632393986,0.5149005131898803,Swipe,Online,1.6534824902723735,339.96801556420235,47.931832276673596,23.45241245136187,21.608949416342412,1.064322033898305,749.508813559322,48.613148552043384,21.11207627118644,94.12711864406779,35.686440677966104,8640.0,0
753,860,55,65,1965,2,Male,7035 River Boulevard,39.01,-77.02,30794,62791,193215,692,4,20.0,0.47014165355059717,0.02147949263957041,0.5083788538098324,Swipe,Online,14.097607003891051,194.30857976653698,52.227632810592404,50.63290856031128,21.013618677042803,6.190677966101695,387.1070338983051,52.19251943078231,51.48110169491526,91.53389830508475,24.627118644067796,10890.0,1
754,1203,36,62,1984,2,Male,5867 East Street,43.42,-73.71,20371,41537,128044,582,1,3.0,0.4546762589928058,0.05431654676258993,0.4910071942446043,Swipe,Online,21.69017612524462,68.77675146771037,32.371488173627846,34.431340508806265,5.440313111545988,11.051779661016948,130.37627118644068,31.310679438292418,34.21775423728814,23.559322033898304,12.711864406779661,60630.0,0
755,944,58,71,1961,10,Male,3817 Martin Luther King Avenue,33.77,-118.34,58517,119308,89328,789,6,10.0,0.20484675694939417,0.07712045616535994,0.7180327868852459,Swipe,Online,9.958657587548638,364.4314591439688,102.95718860865458,90.7983852140078,13.647859922178988,1.411779661016949,681.8430508474576,103.13314442599427,92.03165254237288,59.44915254237288,26.271186440677965,22980.0,0
756,1737,52,65,1967,3,Male,14813 El Camino Drive,42.46,-82.94,18487,37686,41173,739,4,10.0,0.4297592997811816,0.03486506199854121,0.5353756382202771,Swipe,Online,6.015252918287938,119.44760700389105,25.72244025051477,16.44056420233463,13.336575875486382,2.5778813559322034,231.57406779661017,25.899841089543866,15.833559322033897,58.09322033898305,23.1864406779661,18360.0,0
757,1709,62,69,1957,3,Female,628 Third Avenue,40.46,-96.37,17420,35519,111115,744,1,14.0,0.41511627906976745,0.09279069767441861,0.49209302325581394,Swipe,Online,2.794163424124514,179.98455252918288,40.74607754394063,25.768521400778212,8.365758754863814,1.4711016949152542,425.30830508474577,40.814745371558416,19.24800847457627,36.440677966101696,20.652542372881356,31740.0,1
758,1018,90,71,1929,10,Female,350 Main Boulevard,29.57,-81.21,17142,31805,614,755,6,11.0,0.4250158385374242,0.042809304009412616,0.5321748574531632,Swipe,Online,4.645369649805447,163.0213618677043,44.25815791446642,45.66079766536965,21.496108949416342,1.3717796610169493,290.6580508474576,44.16603233575954,46.64610169491525,93.63559322033899,33.398305084745765,7380.0,1
759,275,43,58,1977,2,Female,973 River Street,29.56,-95.02,37415,76288,120771,710,4,9.0,0.3680899874195219,0.0702286686894102,0.5616813438910678,Swipe,Online,5.331439688715953,214.0068287937743,50.29866286945603,40.745729571984434,26.28988326848249,3.0271186440677966,378.46889830508474,50.20967740831604,40.48775423728814,114.51694915254237,31.8135593220339,8760.0,0
760,1367,49,67,1970,6,Female,364 Plum Lane,44.52,-87.98,16801,34255,36094,708,4,2.0,0.4100767434100767,0.024190857524190857,0.5657323990657324,Swipe,Online,0.8233268482490272,137.68937743190662,27.065851306596254,10.966624513618678,11.66147859922179,0.2896610169491525,255.4259322033898,27.244368385770173,9.412796610169492,50.79661016949152,22.26271186440678,18180.0,0
761,79,70,66,1949,10,Female,990 North Lane,30.36,-87.17,20045,29164,19851,625,4,14.0,0.4074074074074074,0.06978319783197832,0.5228093947606143,Swipe,Online,8.920799220272905,183.16128654970763,47.5142610959143,31.688976608187133,8.631578947368421,3.7493220338983053,351.1998305084746,46.85547605047389,24.043050847457625,37.52542372881356,19.076271186440678,32280.0,1
762,1515,77,67,1942,12,Female,7239 Hill Lane,40.34,-76.42,20983,30457,19314,520,5,23.0,0.3633457645178476,0.08488723139762032,0.551767004084532,Swipe,Online,8.665603112840467,147.89377431906613,50.52044778808114,45.64931906614786,10.955252918287938,0.8123728813559322,263.43177966101695,50.305510141705106,45.715466101694915,47.720338983050844,25.3135593220339,19980.0,1
763,1964,68,64,1951,12,Male,973 Federal Drive,35.64,-78.45,22644,38637,30595,643,4,8.0,0.47815019092066186,0.04256823645877528,0.47928157262056287,Swipe,Online,1.7836186770428015,170.4319260700389,39.75845898329291,33.571828793774316,13.756809338521402,0.950677966101695,319.0814406779661,39.48169620042732,35.560508474576274,59.92372881355932,22.6864406779661,12900.0,0
764,1676,51,65,1968,12,Male,919 Martin Luther King Lane,38.81,-94.45,24981,50936,88447,681,3,22.0,0.40465183472984684,0.07136665703553886,0.5239815082346143,Swipe,Online,11.40591439688716,193.15303501945527,42.83791011451251,28.469815175097278,13.46692607003891,5.411186440677966,389.5663559322034,42.71685945881703,27.834406779661016,58.66101694915254,29.440677966101696,15660.0,1
765,1519,41,72,1978,3,Female,98086 Essex Drive,45.6,-108.68,19625,40012,59472,849,4,20.0,0.24808965868568517,0.04100866021395823,0.7109016811003566,Swipe,Online,1.172354085603113,162.19756809338523,27.477557631191562,9.230972762645916,15.27626459143969,0.8446610169491525,316.5794915254237,27.76902269579703,8.153813559322034,66.54237288135593,24.805084745762713,22080.0,1
766,1098,50,71,1969,3,Male,772 Fifth Boulevard,42.67,-95.3,16901,34456,54634,752,4,19.0,0.48860697130188446,0.008283039783224535,0.503109988914891,Swipe,Online,4.866031128404669,155.77134241245136,29.848367196733637,50.015875486381326,63.18287937743191,1.6127966101694915,258.73254237288137,29.828978382637555,50.773305084745765,275.22033898305085,27.372881355932204,1260.0,1
767,554,59,67,1960,8,Male,6310 Sixth Street,29.66,-95.04,26170,53357,114266,690,5,3.0,0.20657596371882087,0.05623582766439909,0.73718820861678,Swipe,Online,2.978696498054475,215.34492217898833,51.477701588426186,32.68710116731517,17.15953307392996,2.232627118644068,386.5250847457627,51.43721604308157,28.56614406779661,74.7457627118644,29.720338983050848,19920.0,0
768,596,28,65,1991,11,Male,914 George Street,40.64,-73.94,16985,34629,34484,721,3,6.0,0.8508997429305912,0.06512425021422451,0.08397600685518423,Chip,Online,4.454541666666667,161.13883333333334,40.865001739721805,24.954645833333334,9.725,2.605272727272727,283.0301818181818,40.50981115867177,19.69209090909091,42.43636363636364,22.454545454545453,30060.0,0
769,170,34,71,1985,9,Male,79948 Sixth Avenue,35.01,-97.37,18137,36983,58895,768,4,0.0,0.4451337727801473,0.04148894920511826,0.5133772780147344,Swipe,Online,15.757023346303502,140.24706225680936,49.18135643859936,44.7770233463035,10.035019455252918,6.678898305084746,264.7666101694915,49.099051270328005,44.834449152542376,43.71186440677966,19.847457627118644,26220.0,0
770,794,49,67,1970,11,Female,803 Plum Avenue,33.94,-118.2,14528,29621,0,730,3,11.0,0.42206477732793524,0.10576923076923077,0.472165991902834,Swipe,Online,20.154472934472935,114.49242165242164,40.69007013443979,41.307806267806264,5.62962962962963,7.923658536585366,195.32060975609758,38.622663036781894,34.87615853658537,24.097560975609756,12.512195121951219,34920.0,1
771,1697,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,20108,41002,97188,685,6,14.0,0.31788472964943554,0.21880570409982175,0.4633095662507427,Swipe,Online,0.6308365758754864,140.37571984435797,27.76030733314551,21.178492217898835,13.09727626459144,0.28084745762711866,284.2976271186441,27.55468461932857,21.605974576271187,57.05084745762712,20.635593220338983,22680.0,1
772,573,52,69,1967,7,Male,7970 Little Creek Drive,33.79,-82.47,14717,30011,84166,589,1,13.0,0.35736040609137054,0.021996615905245348,0.6206429780033841,Swipe,Online,1.315603112840467,104.32328793774319,20.2721359942201,14.354747081712063,17.247081712062258,0.7713559322033898,182.51432203389828,20.202496750351784,12.081737288135592,75.12711864406779,20.406779661016948,12060.0,1
773,1026,84,70,1935,5,Male,2116 Second Drive,36.52,-119.39,13194,17016,691,714,4,9.0,0.36829527349973445,0.041157727031332976,0.5905469994689325,Swipe,Online,3.114922178988327,114.18412451361867,28.516739769931824,27.29091439688716,14.653696498054474,1.7089830508474575,187.0322033898305,28.067997572134672,29.013644067796612,63.83050847457627,26.89830508474576,13020.0,0
